price,log_price,price_per_person,has_wireless_internet,has_heating,has_kitchen,has_essentials,has_smoke_detector,has_air_conditioning,has_tv,has_internet,has_washer,has_dryer
224.0,5.41610040220442,32.0,1,1,1,1,1,1,1,1,1,1
155.0,5.049856007249537,38.75,1,1,1,1,1,1,0,1,0,0
299.0,5.703782474656201,74.75,0,1,1,1,1,1,1,1,1,1
395.0,5.981414211254481,79.0,1,1,1,1,1,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
155.0,5.049856007249537,155.0,1,1,1,1,1,1,1,1,1,1
249.0,5.521460917862246,49.8,1,1,1,1,0,1,1,1,1,1
315.0,5.755742213586912,78.75,1,1,1,1,1,1,1,0,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
289.0,5.66988092298052,57.8,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,73.33333333333333,1,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
95.0,4.564348191467836,47.5,1,0,1,1,1,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
249.0,5.521460917862246,124.5,0,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
450.0,6.111467339502679,45.0,1,1,1,1,1,1,1,1,1,1
99.0,4.605170185988092,49.5,1,1,1,1,1,1,1,1,0,0
249.0,5.521460917862246,124.5,1,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
135.0,4.912654885736052,33.75,1,1,1,1,1,0,1,1,1,1
189.0,5.247024072160486,63.0,1,1,1,1,0,1,1,1,1,1
60.0,4.110873864173311,60.0,1,1,1,0,1,1,1,1,0,0
209.0,5.3471075307174685,69.66666666666667,1,1,1,1,1,1,1,1,1,1
280.0,5.638354669333745,93.33333333333333,1,1,1,1,1,1,1,1,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,1,1,1,0,0
269.0,5.598421958998375,53.8,1,1,1,1,1,1,1,1,1,1
219.0,5.393627546352362,54.75,1,1,1,1,1,1,1,1,1,1
110.0,4.709530201312334,36.666666666666664,1,1,1,0,1,1,0,1,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,0,0
425.0,6.054439346269371,212.5,1,1,1,1,0,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,1,1,0,1,0,0
128.0,4.859812404361672,32.0,1,1,1,1,0,1,0,0,1,1
177.0,5.181783550292085,88.5,1,1,1,1,1,0,1,1,0,0
150.0,5.017279836814924,37.5,0,1,1,1,1,1,0,0,0,0
220.0,5.3981627015177525,44.0,0,1,1,1,1,1,1,1,0,0
155.0,5.049856007249537,77.5,1,1,1,1,1,1,1,1,0,0
399.0,5.991464547107982,49.875,1,1,1,1,1,1,1,1,1,1
159.0,5.075173815233827,159.0,1,1,1,1,1,0,1,0,0,0
99.0,4.605170185988092,49.5,1,1,1,1,1,1,1,0,1,1
120.0,4.795790545596741,60.0,1,1,0,0,0,1,0,0,0,0
270.0,5.602118820879701,135.0,1,1,0,0,1,1,0,0,0,0
150.0,5.017279836814924,150.0,1,1,1,1,1,1,1,0,1,1
89.0,4.499809670330265,44.5,1,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,66.33333333333333,1,1,0,1,1,1,1,1,1,1
120.0,4.795790545596741,60.0,1,1,1,1,0,1,1,1,0,0
133.0,4.897839799950911,66.5,1,1,1,1,1,1,0,1,0,0
275.0,5.62040086571715,91.66666666666667,1,1,1,1,1,1,1,1,0,0
165.0,5.111987788356544,82.5,1,1,1,1,1,1,1,1,0,0
300.0,5.707110264748875,150.0,1,1,1,1,1,0,1,1,1,1
100.0,4.61512051684126,100.0,1,1,0,0,1,1,0,0,1,1
85.0,4.454347296253507,85.0,1,1,1,1,1,0,0,0,1,1
155.0,5.049856007249537,77.5,0,1,1,0,0,1,1,1,1,1
85.0,4.454347296253507,85.0,0,0,0,0,0,0,0,0,0,0
255.0,5.545177444479562,85.0,1,1,1,1,1,1,1,1,0,0
299.0,5.703782474656201,74.75,1,1,1,1,1,1,1,1,1,1
143.0,4.969813299576001,71.5,1,0,1,1,1,1,1,1,0,0
260.0,5.564520407322694,65.0,1,1,1,1,1,1,1,0,1,1
267.0,5.5909869805108565,33.375,1,1,1,1,1,1,1,1,0,0
299.0,5.703782474656201,49.833333333333336,1,1,1,1,1,1,1,1,1,1
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
169.0,5.135798437050262,84.5,1,1,1,1,1,1,1,1,0,0
75.0,4.330733340286331,37.5,1,1,1,1,1,0,1,1,1,0
137.0,4.927253685157205,68.5,1,1,1,0,1,1,1,0,1,1
225.0,5.420534999272286,112.5,1,1,1,1,1,1,1,1,0,0
220.0,5.3981627015177525,73.33333333333333,1,1,1,1,1,1,1,1,1,1
210.0,5.351858133476067,105.0,1,1,1,1,1,1,1,1,0,0
147.0,4.997212273764115,73.5,1,1,1,1,1,1,1,1,1,1
180.0,5.198497031265826,90.0,1,0,1,1,1,0,1,1,1,1
209.0,5.3471075307174685,104.5,1,1,1,1,0,1,1,1,0,0
199.0,5.298317366548036,49.75,1,1,1,1,1,1,1,0,1,1
103.0,4.6443908991413725,51.5,1,1,1,1,1,0,1,1,1,1
200.0,5.303304908059076,33.333333333333336,1,1,1,1,1,1,1,1,1,1
113.0,4.736198448394496,113.0,1,1,0,1,1,1,0,1,0,0
175.0,5.170483995038151,87.5,1,1,1,0,0,1,1,1,1,1
175.0,5.170483995038151,58.333333333333336,1,1,1,1,1,1,1,1,1,1
238.0,5.476463551931511,119.0,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,0,0
100.0,4.61512051684126,100.0,1,1,0,1,1,1,0,1,0,0
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,1,1,1,1,1
184.0,5.220355825078324,92.0,1,1,1,1,1,1,1,1,0,0
305.0,5.723585101952381,76.25,1,1,1,1,1,1,1,1,0,1
130.0,4.875197323201151,65.0,1,1,1,1,1,1,1,1,0,0
149.0,5.0106352940962555,74.5,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,100.0,1,1,1,0,1,1,1,1,1,1
600.0,6.398594934535208,150.0,1,1,1,1,1,1,1,1,0,1
200.0,5.303304908059076,100.0,0,1,1,1,1,1,1,0,1,1
199.0,5.298317366548036,99.5,0,1,1,1,0,1,1,0,1,1
250.0,5.5254529391317835,41.666666666666664,1,1,1,1,1,1,1,1,0,0
220.0,5.3981627015177525,55.0,1,1,1,1,1,1,1,0,0,0
275.0,5.62040086571715,91.66666666666667,1,1,1,0,0,1,1,1,1,1
200.0,5.303304908059076,25.0,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,67.5,1,1,1,1,1,0,1,1,1,1
199.0,5.298317366548036,49.75,1,1,1,1,1,1,1,1,0,0
140.0,4.948759890378168,46.666666666666664,1,1,1,1,0,0,1,1,1,1
375.0,5.929589143389895,187.5,1,1,1,1,1,1,1,1,1,1
104.0,4.653960350157523,52.0,1,0,0,1,1,0,1,0,1,1
395.0,5.981414211254481,197.5,1,1,1,1,0,1,0,0,1,1
200.0,5.303304908059076,33.333333333333336,1,1,1,1,1,1,1,1,0,0
89.0,4.499809670330265,44.5,1,1,1,1,1,1,0,1,1,1
157.0,5.062595033026967,78.5,1,1,1,0,1,1,1,0,1,1
185.0,5.225746673713202,46.25,1,0,1,1,1,1,0,1,1,1
100.0,4.61512051684126,100.0,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,0,0,1,0,0
330.0,5.802118375377063,165.0,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,57.25,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,65.0,1,1,1,1,1,0,0,1,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,1,1,1
157.0,5.062595033026967,78.5,1,1,1,0,0,1,1,1,0,0
150.0,5.017279836814924,75.0,1,1,1,1,1,1,0,0,1,1
189.0,5.247024072160486,94.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,125.0,1,0,1,1,1,1,0,1,0,0
375.0,5.929589143389895,125.0,1,1,1,1,1,1,1,1,1,1
324.0,5.783825182329737,54.0,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,110.0,1,1,1,1,1,1,1,0,1,1
195.0,5.278114659230517,97.5,1,1,1,1,1,1,1,1,0,0
150.0,5.017279836814924,150.0,1,1,1,0,1,0,0,1,0,0
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
147.0,4.997212273764115,73.5,1,0,1,1,0,0,1,0,1,1
275.0,5.62040086571715,137.5,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,65.0,1,1,1,1,1,1,1,1,1,1
197.0,5.288267030694535,98.5,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
140.0,4.948759890378168,140.0,1,1,1,1,1,1,0,0,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,0,1,1,1
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,1,0,0,1,1
350.0,5.860786223465865,87.5,1,1,1,1,1,1,1,1,0,0
195.0,5.278114659230517,97.5,1,1,1,1,1,1,0,1,0,0
145.0,4.983606621708336,72.5,1,1,1,0,1,1,1,0,1,1
125.0,4.836281906951478,41.666666666666664,1,1,1,1,1,1,1,1,1,1
189.0,5.247024072160486,94.5,1,1,1,1,1,1,1,1,0,0
199.0,5.298317366548036,99.5,1,1,1,1,1,0,1,1,1,1
195.0,5.278114659230517,97.5,1,1,1,1,0,0,0,1,1,1
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
130.0,4.875197323201151,65.0,1,1,1,1,1,1,1,1,0,0
289.0,5.66988092298052,96.33333333333333,1,1,1,1,1,1,1,1,0,0
175.0,5.170483995038151,43.75,0,1,1,1,0,1,0,0,1,1
99.0,4.605170185988092,49.5,1,1,1,1,1,1,0,1,1,1
175.0,5.170483995038151,58.333333333333336,1,1,1,1,1,1,1,1,1,1
107.0,4.68213122712422,53.5,1,1,1,1,1,0,0,1,1,1
225.0,5.420534999272286,56.25,1,1,1,1,1,0,1,1,1,1
325.0,5.786897381366708,81.25,1,1,1,1,0,1,1,1,0,0
250.0,5.5254529391317835,41.666666666666664,1,1,1,1,1,1,1,1,0,0
175.0,5.170483995038151,87.5,1,1,1,1,1,0,1,1,1,1
225.0,5.420534999272286,56.25,1,1,1,1,1,1,1,1,1,1
196.0,5.2832037287379885,49.0,1,1,1,0,0,1,1,1,1,1
249.0,5.521460917862246,124.5,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,55.0,1,1,1,1,1,1,1,1,1,1
178.0,5.187385805840755,89.0,1,1,1,1,1,1,0,1,1,1
99.0,4.605170185988092,33.0,1,1,1,1,1,1,0,1,1,1
175.0,5.170483995038151,87.5,1,1,1,1,1,1,1,1,1,1
300.0,5.707110264748875,75.0,1,1,1,1,1,1,1,1,1,1
179.0,5.19295685089021,44.75,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,1,1,1,0,1
160.0,5.081404364984463,80.0,1,1,1,1,1,1,1,1,1,1
195.0,5.278114659230517,97.5,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,0,0,0,0,0
200.0,5.303304908059076,200.0,1,0,1,0,1,1,1,1,0,0
230.0,5.442417710521793,76.66666666666667,1,0,1,0,1,1,1,1,0,0
499.0,6.214608098422191,249.5,1,1,1,1,1,1,1,1,1,1
110.0,4.709530201312334,110.0,1,1,1,0,1,0,0,1,1,1
350.0,5.860786223465865,58.333333333333336,1,1,1,1,1,1,1,1,1,1
185.0,5.225746673713202,92.5,1,1,1,0,0,1,1,0,0,0
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
175.0,5.170483995038151,87.5,1,1,1,1,1,1,1,1,0,0
179.0,5.19295685089021,89.5,1,1,1,1,0,1,1,1,0,1
269.0,5.598421958998375,89.66666666666667,1,1,1,1,1,1,0,0,1,1
285.0,5.655991810819852,142.5,1,1,1,0,0,1,1,1,1,1
135.0,4.912654885736052,45.0,1,1,1,1,1,1,0,1,0,0
150.0,5.017279836814924,150.0,1,1,1,1,1,1,0,0,1,1
175.0,5.170483995038151,175.0,1,1,1,1,1,1,1,1,1,1
600.0,6.398594934535208,75.0,1,1,1,1,1,1,1,1,1,1
114.0,4.74493212836325,38.0,1,1,1,1,1,1,1,0,1,1
500.0,6.2166061010848646,125.0,1,1,1,1,1,1,0,1,1,1
160.0,5.081404364984463,40.0,1,1,1,1,1,1,0,1,0,0
250.0,5.5254529391317835,83.33333333333333,1,1,1,1,1,0,1,0,0,0
90.0,4.51085950651685,90.0,1,1,0,0,1,1,0,0,1,1
129.0,4.867534450455582,64.5,1,1,1,1,1,1,0,0,0,0
140.0,4.948759890378168,70.0,1,1,1,1,1,0,0,0,0,0
210.0,5.351858133476067,105.0,1,1,1,1,1,1,1,0,0,0
125.0,4.836281906951478,41.666666666666664,1,1,1,1,1,1,1,1,1,1
188.0,5.241747015059643,94.0,1,1,1,1,1,0,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,0,1,0,0
375.0,5.929589143389895,75.0,1,1,1,1,1,1,1,1,1,1
245.0,5.5053315359323625,122.5,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,65.0,1,1,1,1,1,1,1,1,0,0
250.0,5.5254529391317835,35.714285714285715,1,1,1,1,1,1,1,1,1,1
120.0,4.795790545596741,120.0,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,110.0,1,1,1,1,1,0,0,1,0,0
300.0,5.707110264748875,75.0,1,1,1,1,1,1,1,1,0,0
199.0,5.298317366548036,66.33333333333333,1,1,1,1,0,1,1,1,1,1
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
230.0,5.442417710521793,57.5,1,1,1,0,1,1,1,1,1,1
159.0,5.075173815233827,53.0,0,1,1,1,0,1,0,0,1,1
202.0,5.313205979041787,202.0,0,1,0,1,1,0,0,0,0,0
229.0,5.438079308923196,114.5,1,1,1,0,1,1,1,1,1,1
129.0,4.867534450455582,32.25,1,1,1,1,1,1,1,1,0,0
79.0,4.382026634673881,79.0,1,0,0,1,0,0,1,0,1,1
210.0,5.351858133476067,52.5,1,1,1,0,1,1,1,1,1,1
129.0,4.867534450455582,64.5,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,0,0
229.0,5.438079308923196,57.25,1,1,1,0,1,1,1,1,1,1
160.0,5.081404364984463,80.0,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,22.5,1,1,1,1,1,1,1,0,0,1
99.0,4.605170185988092,49.5,1,1,1,1,1,1,0,1,1,1
115.0,4.7535901911063645,57.5,1,1,1,1,1,1,1,0,0,1
175.0,5.170483995038151,87.5,0,1,1,1,1,1,0,0,0,0
229.0,5.438079308923196,114.5,1,1,1,1,1,1,1,1,0,0
199.0,5.298317366548036,99.5,1,0,1,1,1,0,1,0,1,1
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,1,1,1,0,0
133.0,4.897839799950911,44.333333333333336,1,1,1,0,1,1,1,1,0,0
120.0,4.795790545596741,40.0,1,1,1,1,1,1,1,1,1,1
329.0,5.799092654460526,82.25,1,1,1,1,1,1,1,1,1,1
349.0,5.857933154483459,87.25,1,1,1,1,1,1,1,1,1,1
209.0,5.3471075307174685,52.25,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,0,1,0
329.0,5.799092654460526,82.25,1,1,1,1,0,1,1,1,1,1
375.0,5.929589143389895,62.5,1,1,1,1,0,1,1,1,1,1
350.0,5.860786223465865,70.0,1,1,1,1,1,1,1,1,1,1
70.0,4.2626798770413155,8.75,1,1,1,0,1,1,0,0,0,0
10.0,2.3978952727983707,5.0,1,0,0,0,0,0,0,0,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,1,1
329.0,5.799092654460526,82.25,1,1,1,1,1,1,1,1,1,1
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
202.0,5.313205979041787,67.33333333333333,1,1,1,1,1,1,1,1,0,1
158.0,5.0689042022202315,52.666666666666664,1,1,1,1,0,1,1,1,0,0
150.0,5.017279836814924,50.0,1,1,1,1,0,1,1,1,0,0
279.0,5.634789603169249,69.75,1,1,1,1,1,1,1,1,1,1
500.0,6.2166061010848646,71.42857142857143,1,1,1,1,1,1,1,1,1,1
269.0,5.598421958998375,134.5,1,1,1,1,1,1,1,1,1,1
152.0,5.030437921392435,76.0,1,1,1,1,0,1,1,1,0,0
295.0,5.69035945432406,49.166666666666664,1,1,1,1,1,1,1,1,1,1
128.0,4.859812404361672,42.666666666666664,1,1,1,0,0,1,1,0,0,0
220.0,5.3981627015177525,73.33333333333333,1,1,1,1,1,1,1,1,1,1
334.0,5.814130531825066,41.75,1,1,1,1,1,1,1,1,1,1
290.0,5.673323267171493,48.333333333333336,1,1,1,1,1,1,1,1,1,1
139.0,4.941642422609304,34.75,1,1,1,1,0,0,1,1,0,0
220.0,5.3981627015177525,110.0,1,1,1,1,1,1,1,1,1,1
60.0,4.110873864173311,8.571428571428571,0,0,0,1,0,1,0,0,0,0
239.0,5.480638923341991,59.75,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,0,1,1,1,0,0
290.0,5.673323267171493,58.0,1,1,1,1,1,1,1,1,1,1
153.0,5.0369526024136295,30.6,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,0,1,0,1,1,1,0,0
295.0,5.69035945432406,147.5,0,0,0,0,0,0,0,0,0,0
204.0,5.3230099791384085,68.0,1,1,1,1,1,1,0,0,1,1
345.0,5.846438775057725,172.5,1,1,1,1,1,1,1,1,1,1
181.0,5.204006687076795,25.857142857142858,1,1,1,1,1,1,1,1,1,1
190.0,5.25227342804663,95.0,1,1,0,1,1,1,1,0,0,0
150.0,5.017279836814924,50.0,0,1,1,0,0,1,1,1,0,0
100.0,4.61512051684126,25.0,1,0,0,1,0,1,1,0,0,0
80.0,4.394449154672439,26.666666666666668,1,1,1,1,1,1,0,1,1,1
139.0,4.941642422609304,46.333333333333336,1,1,0,1,1,1,1,0,0,0
275.0,5.62040086571715,137.5,1,1,1,1,1,1,1,0,1,1
135.0,4.912654885736052,27.0,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,0,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,0,1,0,1,1,0,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
300.0,5.707110264748875,75.0,1,1,1,1,1,1,1,1,1,1
249.0,5.521460917862246,62.25,1,1,1,1,1,1,0,0,1,1
167.0,5.123963979403259,23.857142857142858,1,0,1,1,1,1,1,1,1,1
400.0,5.993961427306569,133.33333333333334,1,1,1,1,1,1,1,1,1,1
400.0,5.993961427306569,100.0,1,1,0,0,0,1,1,1,0,0
285.0,5.655991810819852,47.5,1,1,1,1,1,1,1,1,0,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
175.0,5.170483995038151,87.5,1,1,1,0,1,1,1,1,1,1
110.0,4.709530201312334,110.0,1,1,1,0,1,1,0,1,1,1
179.0,5.19295685089021,89.5,1,1,1,1,1,0,1,1,0,0
400.0,5.993961427306569,100.0,1,1,1,1,1,1,1,1,1,1
289.0,5.66988092298052,144.5,1,1,1,1,1,1,1,1,1,1
103.0,4.6443908991413725,51.5,1,1,1,1,1,1,1,1,1,1
107.0,4.68213122712422,26.75,1,1,1,1,1,1,1,1,0,0
400.0,5.993961427306569,100.0,1,1,0,1,1,1,1,1,1,0
175.0,5.170483995038151,43.75,1,1,1,1,1,0,0,1,1,1
265.0,5.583496308781699,37.857142857142854,0,1,1,1,1,1,1,1,0,0
220.0,5.3981627015177525,73.33333333333333,1,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,66.33333333333333,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,73.33333333333333,1,1,1,1,1,1,1,1,0,0
160.0,5.081404364984463,80.0,1,1,1,0,1,1,1,0,1,1
230.0,5.442417710521793,57.5,1,1,1,1,1,1,1,0,1,1
209.0,5.3471075307174685,104.5,1,1,1,1,1,1,1,1,1,1
285.0,5.655991810819852,71.25,1,1,1,1,0,1,1,1,0,1
265.0,5.583496308781699,66.25,1,1,1,1,1,1,1,1,1,1
185.0,5.225746673713202,61.666666666666664,1,1,1,1,1,1,1,1,1,1
225.0,5.420534999272286,112.5,0,1,1,0,1,1,0,0,1,1
249.0,5.521460917862246,83.0,0,1,1,1,1,1,1,1,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
325.0,5.786897381366708,162.5,1,1,1,1,1,0,0,0,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,1,1
206.0,5.332718793265369,68.66666666666667,1,1,1,1,1,1,1,1,0,0
189.0,5.247024072160486,47.25,1,1,1,1,1,1,1,1,0,0
400.0,5.993961427306569,200.0,1,1,1,1,1,1,1,1,1,1
299.0,5.703782474656201,74.75,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,1,1
209.0,5.3471075307174685,52.25,1,1,1,1,1,1,1,1,0,0
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
154.0,5.043425116919247,51.333333333333336,1,1,1,0,0,1,1,1,0,0
70.0,4.2626798770413155,8.75,1,1,1,0,0,0,0,0,0,0
199.0,5.298317366548036,49.75,0,1,1,0,1,1,1,0,1,1
425.0,6.054439346269371,70.83333333333333,1,1,1,1,1,1,1,1,1,1
99.0,4.605170185988092,99.0,1,1,1,1,1,1,1,0,1,1
169.0,5.135798437050262,56.333333333333336,1,1,1,1,0,1,1,1,1,1
399.0,5.991464547107982,99.75,1,1,0,1,1,1,1,1,1,1
400.0,5.993961427306569,200.0,1,1,1,1,1,1,1,0,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
199.0,5.298317366548036,39.8,1,1,1,1,0,1,1,1,1,1
80.0,4.394449154672439,80.0,1,1,0,1,1,0,0,1,0,0
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,0,0
235.0,5.4638318050256105,58.75,1,1,1,1,1,1,1,1,0,0
175.0,5.170483995038151,58.333333333333336,1,1,1,1,1,1,1,1,1,1
550.0,6.311734809152915,137.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,57.25,1,1,1,1,1,1,1,1,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,1,1,1,1,1
325.0,5.786897381366708,81.25,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,33.75,1,1,1,0,1,1,1,1,1,1
125.0,4.836281906951478,25.0,1,1,1,1,1,1,0,0,1,1
175.0,5.170483995038151,175.0,1,1,1,1,1,1,0,1,1,1
390.0,5.968707559985366,390.0,1,1,0,1,1,1,0,0,1,1
160.0,5.081404364984463,53.333333333333336,1,1,1,0,1,1,0,0,1,1
184.0,5.220355825078324,61.333333333333336,1,1,1,1,1,1,1,1,1,1
240.0,5.484796933490655,80.0,1,1,1,1,1,1,1,1,1,1
269.0,5.598421958998375,134.5,1,1,1,1,1,1,1,1,1,1
225.0,5.420534999272286,112.5,1,1,1,1,1,1,1,1,0,0
310.0,5.739792912179234,77.5,1,1,1,1,1,1,1,1,1,1
285.0,5.655991810819852,142.5,1,1,0,1,1,1,1,0,0,0
299.0,5.703782474656201,74.75,1,1,1,1,1,1,1,1,1,1
289.0,5.66988092298052,144.5,1,1,1,1,1,1,1,1,1,1
190.0,5.25227342804663,95.0,1,1,1,1,1,1,1,1,1,1
115.0,4.7535901911063645,57.5,1,1,0,1,1,1,0,0,0,0
225.0,5.420534999272286,75.0,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,0,0
175.0,5.170483995038151,87.5,1,1,1,1,1,1,1,1,1,1
249.0,5.521460917862246,62.25,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,114.5,1,1,1,1,1,1,1,1,1,1
425.0,6.054439346269371,212.5,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,1,1
350.0,5.860786223465865,35.0,1,1,1,1,1,1,1,1,1,1
299.0,5.703782474656201,99.66666666666667,1,1,1,1,1,1,1,0,1,1
350.0,5.860786223465865,175.0,1,1,1,1,0,1,1,0,1,1
249.0,5.521460917862246,124.5,1,1,1,1,1,1,1,1,1,1
375.0,5.929589143389895,62.5,1,1,1,1,1,1,1,1,1,1
329.0,5.799092654460526,82.25,1,1,1,1,1,1,1,1,1,1
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
300.0,5.707110264748875,50.0,1,1,1,1,1,1,1,1,1,1
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
239.0,5.480638923341991,119.5,1,1,1,1,1,1,1,1,1,1
219.0,5.393627546352362,54.75,1,1,1,1,1,1,1,1,1,1
365.0,5.902633333401366,91.25,1,1,1,1,1,1,1,1,1,1
375.0,5.929589143389895,62.5,1,1,1,1,1,1,1,1,1,1
218.0,5.389071729816501,72.66666666666667,1,1,1,1,1,1,1,1,1,1
329.0,5.799092654460526,82.25,1,1,1,1,1,1,1,1,1,1
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
95.0,4.564348191467836,47.5,1,1,1,1,1,1,1,1,0,0
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
199.0,5.298317366548036,66.33333333333333,1,1,1,1,1,1,1,1,0,0
150.0,5.017279836814924,37.5,1,0,1,0,0,1,0,0,0,0
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,0,1,1
140.0,4.948759890378168,70.0,1,1,1,1,1,1,0,1,1,0
300.0,5.707110264748875,150.0,1,1,1,1,1,1,0,1,1,1
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,1,1,1
300.0,5.707110264748875,75.0,1,1,1,1,1,1,1,1,1,1
125.0,4.836281906951478,125.0,1,1,1,1,1,0,0,1,1,0
119.0,4.787491742782046,23.8,1,1,1,1,1,1,1,0,1,1
300.0,5.707110264748875,75.0,0,1,0,1,0,1,1,0,0,0
